Tipo,Numero,Data,Nivel,Ementa
Deliberação COPAM,"12,00",08/02/2019,Estadual,"Altera a Deliberação Copam nº 989, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Normativa e Recursal - CNR do Conselho Estadual de Política Ambiental - Copam."
Deliberação COPAM,1.399,08/02/2019,Estadual,"Altera a Deliberação Copam nº 990, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Atividades Agrossilvipastoris - CAP do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Deliberação COPAM,1.398,08/02/2019,Estadual,"Altera a Deliberação Copam nº 998, de 16 de dezembro de 2016, que estabelece a designação dos membros da Unidade Regional Colegiada Jequitinhonha - URC/JEQ do Conselho Estadual de Política Ambiental – Copam"
Deliberação COPAM,1.397,08/02/2019,Estadual,"Altera a Deliberação Copam nº 996, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Proteção à Biodiversidade e de Áreas Protegidas - CPB do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Deliberação COPAM,1.400,08/02/2019,Estadual,"Altera a Deliberação Copam nº 992, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Atividades Industriais - CID do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Deliberação COPAM,1.401,08/02/2019,Estadual,"Altera a Deliberação Copam nº 1.000, de 16 de dezembro de 2016, que estabelece a designação dos membros da Unidade Regional Colegiada Norte de Minas - URC/NM do Conselho Estadual de Política Ambiental – Copam"
Deliberação COPAM,1.396,08/02/2019,Estadual,"Altera a Deliberação COPAM nº 1.001, de 16 de dezembro de 2016 que estabelece a designação dos membros da Unidade Regional Colegiada Noroeste de Minas - URC/NOR do Conselho Estadual de Política Ambiental – Copam"
Deliberação COPAM,1.406,08/02/2019,Estadual,"Altera a Deliberação Copam nº 999, de 16 de dezembro de 2016, que estabelece a designação dos membros da unidade regional Colegiada Leste Mineiro - URC/LM do Conselho Estadual de Política Ambiental - Copam."
Deliberação COPAM,1.405,08/02/2019,Estadual,"Altera a Deliberação Copam nº 988, de 16 de dezembro de 2016, que estabelece a designação dos membros do Plenário do Conselho Estadual de Política Ambiental - Copam e dá outras providências"
Deliberação COPAM,1.403,08/02/2019,Estadual,"Altera a Deliberação Copam nº 1.005, de 16 de dezembro de 2016, que estabelece a designação dos membros da unidade regional Colegiada Triângulo Mineiro e Alto Paranaíba - URC/TMAP do Conselho Estadual de Política Ambiental - Copam."
Deliberação COPAM,1.408,08/02/2019,Estadual,"Altera a Deliberação Copam nº 1.004, de 16 de dezembro de 2016, que estabelece a designação dos membros da Unidade Regional Colegiada Sul de Minas - URC/SM do Conselho Estadual de Política Ambiental - Copam."
Deliberação COPAM,1.407,08/02/2019,Estadual,"Altera a Deliberação Copam nº 991, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Políticas de Energia e Mudanças Climáticas - CEM do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Deliberação COPAM,1.402,08/02/2019,Estadual,"Altera a Deliberação Copam nº 988, de 16 de dezembro de 2016, que estabelece a designação dos membros do Plenário do Conselho Estadual de Política Ambiental - Copam e dá outras providências"
Deliberação COPAM,1.404,08/02/2019,Estadual,"Altera a Deliberação Copam nº 1.006, de 16 de dezembro de 2016, que estabelece a designação dos membros da unidade regional Colegiada Zona da Mata - URC/ZM do Conselho Estadual de Política Ambiental – Copam"
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,1.409,04/02/2019,Estadual,"Prorroga o mandato das Comissões de Avaliação e das Comissões de Recurso instituídas pela Resolução Conjunta SEMAD/FEAM/IGAM/ IEF no 2.487, de 21 de abril de 2017, para atuação no âmbito do Sistema Estadual do Meio Ambiente e Recursos Hídricos – SISEMA"
Decreto Estadual,2.767,12/02/2019,Estadual,"Altera o Decreto nº 47.580, de 28 de dezembro de 2018, que estabelece o Regulamento da Taxa Florestal."
Deliberação COPAM,47.618,14/02/2019,Estadual,"Altera a Deliberação Copam nº 1.003, de 16 de dezembro de 2016, que estabelece a designação dos membros da Unidade Regional Colegiada Rio das Velhas - URC/RV do Conselho Estadual de Política Ambiental – COPAM"
Deliberação COPAM,1.411,14/02/2019,Estadual,"Altera a Deliberação Copam nº 988, de 16 de dezembro de 2016, que estabelece a designação dos membros do Plenário do Conselho Estadual de Política Ambiental - Copam e dá outras providências"
Portaria IEF,1.410,14/02/2019,Estadual,"Dispõe sobre a composição do Conselho Consultivo do Monumento Natural Estadual Gruta Rei do Mato, para o biênio 2019-2021."
Resolução Conjunta SEMAD/IEF,"13,00",13/02/2019,Estadual,"Dispõe sobre procedimento para emissão e pagamento do DAE para renovação do registro anual, exercício de 2019 e emissão de certificado de registro"
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,2.771,29/01/2019,Estadual,"Altera a Resolução Conjunta SEMAD/FEAM/IEF/IGAM nº 2.686, de 21 de setembro de 2018."
Resolução Conjunta SEMAD/IEF,2.761,13/02/2019,Estadual,"Dispõe sobre procedimento para emissão e pagamento do DAE para renovação do registro anual, exercício de 2019 e emissão de certificado de registro"
Resolução SEMAD,2.772,13/02/2019,Estadual,"Designa Comissão Processante para apurar possível descumprimento do contrato n.º 9165262/2017, celebrado entre a SEMAD e a P&P TURISMO LTDA ME, cujo objeto consiste na prestação de serviços de reserva, emissão, remarcação ou alteração e entrega de bilhetes de passagens aéreas nacionais e internacionais, por atendimento remoto, em regime de empreitada por preço unitário, para esta Secretaria."
Deliberação COPAM,2.773,10/03/2017,Estadual,"Altera a Deliberação COPAM nº 1.006, de 16 de dezembro de 2016"
Deliberação COPAM,1.074,19/02/2019,Estadual,"Altera a Deliberação Copam nº 995, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Atividades Minerárias - CMI do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Deliberação COPAM,1.412,19/02/2019,Estadual,"Altera a Deliberação COPAM nº 856, de 06 de abril de 2016, que estabelece a composição da Câmara Técnica Especializada de Atividades Minerárias - CMI do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Decreto Estadual,1.413,28/12/2018,Estadual,Estabelece o Regulamento da Taxa Florestal
Portaria IGAM,47.580,20/02/2019,Estadual,Credencia servidores para a prática das atividades relativas às ações de fiscalização e autuação no âmbito do Instituto Mineiro de Gestão das Águas – Igam e dá outras providências.
Resolução SEMAD,"8,00",20/02/2019,Estadual,Altera a composição dos membros da Comissão de Ética no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável e dá outras providências.
Resolução SEMAD,2.776,04/02/2019,Estadual,Institui Comissão de Conciliação para condução de reclamação de prática de assédio mora
Resolução SEMAD,2.768,18/02/2019,Estadual,"Dispõe sobre a prática de atos relacionados à execução orçamentária, financeira e contábil no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável/SEMAD."
Resolução Conjunta SEMAD/IEF,2.775,12/02/2019,Estadual,"Designa Comissão Processante para apurar possível descumprimento contratual por parte das sociedades empresárias Mega Textil Eirelli EPP; Amaro & Santiago Ltda – EPP e Comercial Brasil de EPI Ltda - EPP, quando do fornecimento dos equipamentos de proteção individual - EPI’s adquiridos para o Previncêndio, por meio do pregão n.º 1371001/005/2017."
RESOLUÇÃO CONJUNTA SEMAD/SEPLAG/SEF,2.769,22/02/2019,Estadual,"Altera a Resolução Conjunta SEMAD/SEPLAG/SEF nº 2.739, de 21 de dezembro de 2018."
Lei,2.781,25/02/2019,Estadual,Institui a política estadual de segurança de barragens.
Portaria IGAM,23.291,20/02/2019,Estadual,"Cria a Revista Mineira de Recursos Hídricos, editada pelo Instituto Mineiro de Gestão das Águas; institui o Conselho Editorial e a Equipe Editorial da Revista e nomeia seus membros."
Portaria IGAM,"7,00",26/02/2019,Estadual,"Dispõe sobre a regulamentação dos artigos 8°, 9°, 10, 11 e 12 da Lei n° 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens – PNSB."
Portaria IGAM,"2,00",26/02/2019,Estadual,"Dispõe sobre os procedimentos para o cadastro de barragens em curso d’água no Estado de Minas Gerais, em observância a Lei Federal nº 12.334, de 20 de setembro de 2010, e convoca os usuários para o cadastramento."
Resolução SEMAD,"3,00",21/02/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável
Portaria FEAM,2.780,25/02/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Fundação Estadual do Meio Ambiente.
Deliberação FEAM,"643,00",19/02/2019,Estadual,"Estabelece procedimentos para operacionalização da Bolsa Reciclagem no âmbito do Estado de Minas Gerais, de que trata a Lei nº 19.823, de 22 de novembro de 2011, e o Decreto nº 45.975, de 04 de junho de 2012."
Portaria IEF,"1,00",28/02/2019,Estadual,"Altera os § 2°e § 5° do art. 7°, o § 1° do art. 25 e o § 1° do art. 26 da Portaria IEF nº 130, de 20 de dezembro de 2017, que dispõe sobre a autorização da pesquisa científica em Unidade de Conservação no Estado de Minas Gerais e regulamenta o acesso e uso de dados e informações recebidos pelo Instituto Estadual de Florestas – IEF, por meio dos resultados das autorizações."
Portaria IEF,"17,00",28/02/2019,Estadual,Dispõe sobre a proibição da pesca na bacia do rio Paraopeba.
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,"16,00",18/02/2019,Estadual,"Altera a Resolução Conjunta SEMAD/FEAM/IEF/IGAM nº 2.735, de 26 de dezembro de 2018, que dispõe sobre a prática de atos relacionados à execução orçamentária, financeira e contábil no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – Semad"
Deliberação Normativa COPAM,2.774,27/02/2019,Estadual,"Altera a Deliberação Normativa Copam nº 227, de 29 de agosto de 2018, que estabelece procedimentos para redução das emissões atmosféricas dos fornos de produção de carvão vegetal de floresta plantada e para avaliação da qualidade do ar no seu entorno e dá outras providência"
Deliberação COPAM,"231,00",01/03/2019,Estadual,"Altera a Deliberação Copam nº 988, de 16 de dezembro de 2016, que estabelece a designação dos membros do Plenário do Conselho Estadual de Política Ambiental - Copam e dá outras providências."
Deliberação COPAM,1.415,01/03/2019,Estadual,"Altera a Deliberação COPAM nº 850, de 06 de abril de 2016, que estabelece a composição do Plenário do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências"
Portaria FEAM,1.414,07/03/2019,Estadual,"Delega competência para a prática de atos relacionados à execução orçamentária, financeira e contábil no âmbito da Fundação Estadual do Meio Ambiente e dá outras providências."
Resolução SEMAD,"644,00",01/03/2019,Estadual,"Prorroga o prazo para conclusão dos trabalhos das Comissões Processantes redesignadas por meio da Resolução SEMAD nº 2.746, de 27 de dezembro de 2018, com vistas à apuração de possíveis irregularidades nos Contratos Administrativos nos. 1371010102113; 9077921/2016; 1371.01.01.017.13 e 9039153, celebrados pelo Estado de Minas Gerais, por intermédio da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – SEMAD, no âmbito de atuação da Superintendência de Tecnologia da Informação – STI e dá outras providências."
Portaria IGAM,2.783,08/03/2019,Estadual,"Delega competência para a prática de atos relacionados à execução orçamentária, financeira e contábil no âmbito do IGAM, e dá outras providências."
Deliberação Normativa COPAM,"9,00",27/02/2019,Estadual,Institui o Sistema Estadual de Manifesto de Transporte de Resíduos e estabelece procedimentos para o controle de movimentação e destinação de resíduos sólidos e rejeitos no estado de Minas Gerais e dá outras providências
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,"232,00",20/02/2019,Estadual,"Cria, no âmbito do Sistema Estadual de Meio Ambiente e Recursos Hídricos, o Comitê Gestor para acompanhamento dos estudos de Avaliação Ambiental Integrada de empreendimentos hidrelétricos no Estado de Minas Gerais"
Resolução SEMAD,2.778,20/02/2019,Estadual,"Define procedimentos para elaboração de estudos de Avaliação Ambiental Integrada – AAI –, conforme a Deliberação Normativa Copam nº 229, de 10 de dezembro de 2018, e determina a classificação das bacias hidrográficas quanto à prioridade para elaboração de AAI"
Deliberação COPAM,2.777,11/03/2019,Estadual,"Altera a Deliberação Copam nº 988, de 16 de dezembro de 2016, que estabelece a designação dos membros do Plenário do Conselho Estadual de Política Ambiental - Copam e dá outras providências."
Portaria IGAM,1.416,08/03/2019,Estadual,Altera os membros da Comissão para processamento e julgamento de Credenciamento de Particulares (pessoas físicas) regido pelo Edital IGAM nº01/2018 instituída pela Portaria Igam nº 38/2018
Resolução SEMAD,"10,00",14/03/2019,Estadual,Delega competência ao Subsecretário de Gestão Regional da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável para a prática dos atos que menciona
Portaria IEF,2.782,12/03/2019,Estadual,Designa servidor para responder por unidade administrativa do Instituto Estadual de Florestas – IEF
